Borough_code,Borough_name,Age_code,Age_desc,Value
E09000006,Bromley,92,Aged 92 years,504
E09000006,Bromley,93,Aged 93 years,397
E09000006,Bromley,94,Aged 94 years,290
E09000006,Bromley,95,Aged 95 years,231
E09000006,Bromley,96,Aged 96 years,164
E09000006,Bromley,97,Aged 97 years,135
E09000006,Bromley,98,Aged 98 years,85
E09000006,Bromley,99,Aged 99 years,56
E09000006,Bromley,100,Aged 100 years and over,88
E09000007,Camden,0,Aged under 1 year,2036
E09000007,Camden,1,Aged 1 year,2026
E09000007,Camden,2,Aged 2 years,2040
E09000007,Camden,3,Aged 3 years,1966
E09000007,Camden,4,Aged 4 years,1964
E09000007,Camden,5,Aged 5 years,1987
E09000007,Camden,6,Aged 6 years,1878
E09000007,Camden,7,Aged 7 years,1948
E09000007,Camden,8,Aged 8 years,1997
E09000007,Camden,9,Aged 9 years,2063
E09000007,Camden,10,Aged 10 years,2072
E09000007,Camden,11,Aged 11 years,2112
E09000007,Camden,12,Aged 12 years,2139
E09000007,Camden,13,Aged 13 years,2021
E09000007,Camden,14,Aged 14 years,2044
E09000007,Camden,15,Aged 15 years,1935
E09000007,Camden,16,Aged 16 years,2195
E09000007,Camden,17,Aged 17 years,2086
E09000007,Camden,18,Aged 18 years,3228
E09000007,Camden,19,Aged 19 years,4299
E09000007,Camden,20,Aged 20 years,4175
E09000007,Camden,21,Aged 21 years,3890
E09000007,Camden,22,Aged 22 years,3801
E09000007,Camden,23,Aged 23 years,4108
E09000007,Camden,24,Aged 24 years,4191
E09000007,Camden,25,Aged 25 years,4301
E09000007,Camden,26,Aged 26 years,4482
E09000007,Camden,27,Aged 27 years,4508
E09000007,Camden,28,Aged 28 years,4366
E09000007,Camden,29,Aged 29 years,4345
E09000007,Camden,30,Aged 30 years,4263
E09000007,Camden,31,Aged 31 years,4396
E09000007,Camden,32,Aged 32 years,4230
E09000007,Camden,33,Aged 33 years,3896
E09000007,Camden,34,Aged 34 years,3756
E09000007,Camden,35,Aged 35 years,3538
E09000007,Camden,36,Aged 36 years,3482
E09000007,Camden,37,Aged 37 years,3274
E09000007,Camden,38,Aged 38 years,3136
E09000007,Camden,39,Aged 39 years,3118
E09000007,Camden,40,Aged 40 years,3066
E09000007,Camden,41,Aged 41 years,2988
E09000007,Camden,42,Aged 42 years,2989
E09000007,Camden,43,Aged 43 years,2733
E09000007,Camden,44,Aged 44 years,2724
E09000007,Camden,45,Aged 45 years,2695
E09000007,Camden,46,Aged 46 years,2806
E09000007,Camden,47,Aged 47 years,2648
E09000007,Camden,48,Aged 48 years,2587
E09000007,Camden,49,Aged 49 years,2624
E09000007,Camden,50,Aged 50 years,2765
E09000007,Camden,51,Aged 51 years,2631
E09000007,Camden,52,Aged 52 years,2690
E09000007,Camden,53,Aged 53 years,2568
E09000007,Camden,54,Aged 54 years,2615
E09000007,Camden,55,Aged 55 years,2623
E09000007,Camden,56,Aged 56 years,2416
E09000007,Camden,57,Aged 57 years,2341
E09000007,Camden,58,Aged 58 years,2211
E09000007,Camden,59,Aged 59 years,2155
E09000007,Camden,60,Aged 60 years,2038
E09000007,Camden,61,Aged 61 years,1904
E09000007,Camden,62,Aged 62 years,1811
E09000007,Camden,63,Aged 63 years,1757
E09000007,Camden,64,Aged 64 years,1632
E09000007,Camden,65,Aged 65 years,1556
E09000007,Camden,66,Aged 66 years,1451
E09000007,Camden,67,Aged 67 years,1391
E09000007,Camden,68,Aged 68 years,1426
E09000007,Camden,69,Aged 69 years,1299
E09000007,Camden,70,Aged 70 years,1325
E09000007,Camden,71,Aged 71 years,1307
E09000007,Camden,72,Aged 72 years,1299
E09000007,Camden,73,Aged 73 years,1298
E09000007,Camden,74,Aged 74 years,1311
E09000007,Camden,75,Aged 75 years,1126
E09000007,Camden,76,Aged 76 years,1076
E09000007,Camden,77,Aged 77 years,969
E09000007,Camden,78,Aged 78 years,914
E09000007,Camden,79,Aged 79 years,744
E09000007,Camden,80,Aged 80 years,720
E09000007,Camden,81,Aged 81 years,728
E09000007,Camden,82,Aged 82 years,684
E09000007,Camden,83,Aged 83 years,608
E09000007,Camden,84,Aged 84 years,530
E09000007,Camden,85,Aged 85 years,482
E09000007,Camden,86,Aged 86 years,428
E09000007,Camden,87,Aged 87 years,366
E09000007,Camden,88,Aged 88 years,320
E09000007,Camden,89,Aged 89 years,274
E09000007,Camden,90,Aged 90 years,276
E09000007,Camden,91,Aged 91 years,226
E09000007,Camden,92,Aged 92 years,190
E09000007,Camden,93,Aged 93 years,137
E09000007,Camden,94,Aged 94 years,91
E09000007,Camden,95,Aged 95 years,90
E09000007,Camden,96,Aged 96 years,69
E09000007,Camden,97,Aged 97 years,43
E09000007,Camden,98,Aged 98 years,18
E09000007,Camden,99,Aged 99 years,30
E09000007,Camden,100,Aged 100 years and over,23
E09000008,Croydon,0,Aged under 1 year,5085
E09000008,Croydon,1,Aged 1 year,5055
E09000008,Croydon,2,Aged 2 years,5007
E09000008,Croydon,3,Aged 3 years,5010
E09000008,Croydon,4,Aged 4 years,5014
E09000008,Croydon,5,Aged 5 years,4970
E09000008,Croydon,6,Aged 6 years,4956
E09000008,Croydon,7,Aged 7 years,4908
E09000008,Croydon,8,Aged 8 years,4958
E09000008,Croydon,9,Aged 9 years,5200
E09000008,Croydon,10,Aged 10 years,5082
E09000008,Croydon,11,Aged 11 years,5166
E09000008,Croydon,12,Aged 12 years,5029
E09000008,Croydon,13,Aged 13 years,5210
E09000008,Croydon,14,Aged 14 years,4939
E09000008,Croydon,15,Aged 15 years,4732
E09000008,Croydon,16,Aged 16 years,5009
E09000008,Croydon,17,Aged 17 years,4911
E09000008,Croydon,18,Aged 18 years,4109
E09000008,Croydon,19,Aged 19 years,3583
E09000008,Croydon,20,Aged 20 years,3425
E09000008,Croydon,21,Aged 21 years,3923
E09000008,Croydon,22,Aged 22 years,4405
E09000008,Croydon,23,Aged 23 years,4785
E09000008,Croydon,24,Aged 24 years,5082
E09000008,Croydon,25,Aged 25 years,5168
E09000008,Croydon,26,Aged 26 years,5285
E09000008,Croydon,27,Aged 27 years,5486
E09000008,Croydon,28,Aged 28 years,5585
E09000008,Croydon,29,Aged 29 years,6006
E09000008,Croydon,30,Aged 30 years,6291
E09000008,Croydon,31,Aged 31 years,6194
E09000008,Croydon,32,Aged 32 years,6457
E09000008,Croydon,33,Aged 33 years,6323
E09000008,Croydon,34,Aged 34 years,6345
E09000008,Croydon,35,Aged 35 years,6412
E09000008,Croydon,36,Aged 36 years,6086
E09000008,Croydon,37,Aged 37 years,6263
E09000008,Croydon,38,Aged 38 years,6153
E09000008,Croydon,39,Aged 39 years,6238
E09000008,Croydon,40,Aged 40 years,6136
E09000008,Croydon,41,Aged 41 years,5970
E09000008,Croydon,42,Aged 42 years,5761
E09000008,Croydon,43,Aged 43 years,5325
E09000008,Croydon,44,Aged 44 years,5430
E09000008,Croydon,45,Aged 45 years,5431
E09000008,Croydon,46,Aged 46 years,5361
E09000008,Croydon,47,Aged 47 years,4836
E09000008,Croydon,48,Aged 48 years,5090
E09000008,Croydon,49,Aged 49 years,5243
E09000008,Croydon,50,Aged 50 years,5381
E09000008,Croydon,51,Aged 51 years,5271
E09000008,Croydon,52,Aged 52 years,5433
E09000008,Croydon,53,Aged 53 years,5466
E09000008,Croydon,54,Aged 54 years,5562
E09000008,Croydon,55,Aged 55 years,5396
E09000008,Croydon,56,Aged 56 years,5304
E09000008,Croydon,57,Aged 57 years,5344
E09000008,Croydon,58,Aged 58 years,5055
E09000008,Croydon,59,Aged 59 years,4675
E09000008,Croydon,60,Aged 60 years,4555
E09000008,Croydon,61,Aged 61 years,4259
E09000008,Croydon,62,Aged 62 years,4072
E09000008,Croydon,63,Aged 63 years,3817
E09000008,Croydon,64,Aged 64 years,3628
E09000008,Croydon,65,Aged 65 years,3327
E09000008,Croydon,66,Aged 66 years,3216
E09000008,Croydon,67,Aged 67 years,3076
E09000008,Croydon,68,Aged 68 years,2822
E09000008,Croydon,69,Aged 69 years,2811
E09000008,Croydon,70,Aged 70 years,2769
E09000008,Croydon,71,Aged 71 years,2688
E09000008,Croydon,72,Aged 72 years,2634
E09000008,Croydon,73,Aged 73 years,2870
E09000008,Croydon,74,Aged 74 years,2809
E09000008,Croydon,75,Aged 75 years,2187
E09000008,Croydon,76,Aged 76 years,2126
E09000008,Croydon,77,Aged 77 years,1984
E09000008,Croydon,78,Aged 78 years,1888
E09000008,Croydon,79,Aged 79 years,1553
E09000008,Croydon,80,Aged 80 years,1529
E09000008,Croydon,81,Aged 81 years,1534
E09000008,Croydon,82,Aged 82 years,1471
E09000008,Croydon,83,Aged 83 years,1401
E09000008,Croydon,84,Aged 84 years,1271
E09000008,Croydon,85,Aged 85 years,1165
E09000008,Croydon,86,Aged 86 years,975
E09000008,Croydon,87,Aged 87 years,929
E09000008,Croydon,88,Aged 88 years,768
E09000008,Croydon,89,Aged 89 years,714
E09000008,Croydon,90,Aged 90 years,562
E09000008,Croydon,91,Aged 91 years,483
E09000008,Croydon,92,Aged 92 years,386
E09000008,Croydon,93,Aged 93 years,306
E09000008,Croydon,94,Aged 94 years,246
E09000008,Croydon,95,Aged 95 years,188
E09000008,Croydon,96,Aged 96 years,115
E09000008,Croydon,97,Aged 97 years,94
E09000008,Croydon,98,Aged 98 years,61
E09000008,Croydon,99,Aged 99 years,38
E09000008,Croydon,100,Aged 100 years and over,76
E09000009,Ealing,0,Aged under 1 year,4146
E09000009,Ealing,1,Aged 1 year,4380
E09000009,Ealing,2,Aged 2 years,4235
E09000009,Ealing,3,Aged 3 years,4353
E09000009,Ealing,4,Aged 4 years,4401
E09000009,Ealing,5,Aged 5 years,4220
E09000009,Ealing,6,Aged 6 years,4337
E09000009,Ealing,7,Aged 7 years,4392
E09000009,Ealing,8,Aged 8 years,4590
E09000009,Ealing,9,Aged 9 years,4706
E09000009,Ealing,10,Aged 10 years,4696
E09000009,Ealing,11,Aged 11 years,4778
E09000009,Ealing,12,Aged 12 years,4752
E09000009,Ealing,13,Aged 13 years,4797
E09000009,Ealing,14,Aged 14 years,4625
E09000009,Ealing,15,Aged 15 years,4336
E09000009,Ealing,16,Aged 16 years,4461
E09000009,Ealing,17,Aged 17 years,4251
E09000009,Ealing,18,Aged 18 years,4509
E09000009,Ealing,19,Aged 19 years,4242
E09000009,Ealing,20,Aged 20 years,3792
E09000009,Ealing,21,Aged 21 years,4056
E09000009,Ealing,22,Aged 22 years,4606
E09000009,Ealing,23,Aged 23 years,4967
E09000009,Ealing,24,Aged 24 years,5205
E09000009,Ealing,25,Aged 25 years,5407
E09000009,Ealing,26,Aged 26 years,5679
E09000009,Ealing,27,Aged 27 years,6084
E09000009,Ealing,28,Aged 28 years,5861
E09000009,Ealing,29,Aged 29 years,5868
E09000009,Ealing,30,Aged 30 years,6072
E09000009,Ealing,31,Aged 31 years,6175
E09000009,Ealing,32,Aged 32 years,6113
E09000009,Ealing,33,Aged 33 years,6395
E09000009,Ealing,34,Aged 34 years,6024
E09000009,Ealing,35,Aged 35 years,6298
E09000009,Ealing,36,Aged 36 years,6195
E09000009,Ealing,37,Aged 37 years,6169
E09000009,Ealing,38,Aged 38 years,6067
E09000009,Ealing,39,Aged 39 years,6041
E09000009,Ealing,40,Aged 40 years,6471
E09000009,Ealing,41,Aged 41 years,6212
E09000009,Ealing,42,Aged 42 years,5863
E09000009,Ealing,43,Aged 43 years,5457
E09000009,Ealing,44,Aged 44 years,5661
E09000009,Ealing,45,Aged 45 years,5547
E09000009,Ealing,46,Aged 46 years,5435
E09000009,Ealing,47,Aged 47 years,5243
E09000009,Ealing,48,Aged 48 years,5203
E09000009,Ealing,49,Aged 49 years,4957
E09000009,Ealing,50,Aged 50 years,5100
E09000009,Ealing,51,Aged 51 years,5179
E09000009,Ealing,52,Aged 52 years,4930
E09000009,Ealing,53,Aged 53 years,4984
E09000009,Ealing,54,Aged 54 years,4555
E09000009,Ealing,55,Aged 55 years,4754
E09000009,Ealing,56,Aged 56 years,4615
E09000009,Ealing,57,Aged 57 years,4244
E09000009,Ealing,58,Aged 58 years,4245
E09000009,Ealing,59,Aged 59 years,4075
E09000009,Ealing,60,Aged 60 years,3819
E09000009,Ealing,61,Aged 61 years,3724
E09000009,Ealing,62,Aged 62 years,3583
E09000009,Ealing,63,Aged 63 years,3301
E09000009,Ealing,64,Aged 64 years,3218
E09000009,Ealing,65,Aged 65 years,2960
E09000009,Ealing,66,Aged 66 years,2889
E09000009,Ealing,67,Aged 67 years,2685
E09000009,Ealing,68,Aged 68 years,2541
E09000009,Ealing,69,Aged 69 years,2511
E09000009,Ealing,70,Aged 70 years,2314
E09000009,Ealing,71,Aged 71 years,2326
E09000009,Ealing,72,Aged 72 years,2329
E09000009,Ealing,73,Aged 73 years,2245
E09000009,Ealing,74,Aged 74 years,2182
E09000009,Ealing,75,Aged 75 years,1691
E09000009,Ealing,76,Aged 76 years,1756
E09000009,Ealing,77,Aged 77 years,1581
E09000009,Ealing,78,Aged 78 years,1523
E09000009,Ealing,79,Aged 79 years,1416
E09000009,Ealing,80,Aged 80 years,1316
E09000009,Ealing,81,Aged 81 years,1302
E09000009,Ealing,82,Aged 82 years,1225
E09000009,Ealing,83,Aged 83 years,1137
E09000009,Ealing,84,Aged 84 years,1018
E09000009,Ealing,85,Aged 85 years,972
E09000009,Ealing,86,Aged 86 years,761
E09000009,Ealing,87,Aged 87 years,706
E09000009,Ealing,88,Aged 88 years,605
E09000009,Ealing,89,Aged 89 years,531
E09000009,Ealing,90,Aged 90 years,479
E09000009,Ealing,91,Aged 91 years,386
E09000009,Ealing,92,Aged 92 years,250
E09000009,Ealing,93,Aged 93 years,229
E09000009,Ealing,94,Aged 94 years,157
E09000009,Ealing,95,Aged 95 years,120
E09000009,Ealing,96,Aged 96 years,98
E09000009,Ealing,97,Aged 97 years,72
E09000009,Ealing,98,Aged 98 years,57
E09000009,Ealing,99,Aged 99 years,33
E09000009,Ealing,100,Aged 100 years and over,63
E09000010,Enfield,0,Aged under 1 year,3721
E09000010,Enfield,1,Aged 1 year,4320
E09000010,Enfield,2,Aged 2 years,4303
E09000010,Enfield,3,Aged 3 years,4403
E09000010,Enfield,4,Aged 4 years,4512
E09000010,Enfield,5,Aged 5 years,4601
E09000010,Enfield,6,Aged 6 years,4361
E09000010,Enfield,7,Aged 7 years,4337
E09000010,Enfield,8,Aged 8 years,4640
E09000010,Enfield,9,Aged 9 years,4811
E09000010,Enfield,10,Aged 10 years,4903
E09000010,Enfield,11,Aged 11 years,4735
E09000010,Enfield,12,Aged 12 years,4926
E09000010,Enfield,13,Aged 13 years,4918
E09000010,Enfield,14,Aged 14 years,4625
E09000010,Enfield,15,Aged 15 years,4686
E09000010,Enfield,16,Aged 16 years,4694
E09000010,Enfield,17,Aged 17 years,4662
E09000010,Enfield,18,Aged 18 years,4019
E09000010,Enfield,19,Aged 19 years,3278
E09000010,Enfield,20,Aged 20 years,3222
E09000010,Enfield,21,Aged 21 years,3520
E09000010,Enfield,22,Aged 22 years,4009
E09000010,Enfield,23,Aged 23 years,4112
E09000010,Enfield,24,Aged 24 years,4253
E09000010,Enfield,25,Aged 25 years,4250
E09000010,Enfield,26,Aged 26 years,4037
E09000010,Enfield,27,Aged 27 years,4315
E09000010,Enfield,28,Aged 28 years,4240
E09000010,Enfield,29,Aged 29 years,4335
E09000010,Enfield,30,Aged 30 years,4386
E09000010,Enfield,31,Aged 31 years,4580
E09000010,Enfield,32,Aged 32 years,4620
E09000010,Enfield,33,Aged 33 years,4869
E09000010,Enfield,34,Aged 34 years,4668
E09000010,Enfield,35,Aged 35 years,4883
E09000010,Enfield,36,Aged 36 years,4869
E09000010,Enfield,37,Aged 37 years,4565
E09000010,Enfield,38,Aged 38 years,4687
E09000010,Enfield,39,Aged 39 years,4975
E09000010,Enfield,40,Aged 40 years,5253
E09000010,Enfield,41,Aged 41 years,5018
E09000010,Enfield,42,Aged 42 years,4950
E09000010,Enfield,43,Aged 43 years,4713
E09000010,Enfield,44,Aged 44 years,4638
E09000010,Enfield,45,Aged 45 years,4490
E09000010,Enfield,46,Aged 46 years,4532
E09000010,Enfield,47,Aged 47 years,4450
E09000010,Enfield,48,Aged 48 years,4721
E09000010,Enfield,49,Aged 49 years,4537
E09000010,Enfield,50,Aged 50 years,4698
E09000010,Enfield,51,Aged 51 years,4584
E09000010,Enfield,52,Aged 52 years,4582
E09000010,Enfield,53,Aged 53 years,4537
E09000010,Enfield,54,Aged 54 years,4247
E09000010,Enfield,55,Aged 55 years,4566
E09000010,Enfield,56,Aged 56 years,4534
E09000010,Enfield,57,Aged 57 years,4246
E09000010,Enfield,58,Aged 58 years,4080
E09000010,Enfield,59,Aged 59 years,3684
E09000010,Enfield,60,Aged 60 years,3758
E09000010,Enfield,61,Aged 61 years,3687
E09000010,Enfield,62,Aged 62 years,3387
E09000010,Enfield,63,Aged 63 years,3257
E09000010,Enfield,64,Aged 64 years,2972
E09000010,Enfield,65,Aged 65 years,2854
E09000010,Enfield,66,Aged 66 years,2688
E09000010,Enfield,67,Aged 67 years,2553
E09000010,Enfield,68,Aged 68 years,2391
E09000010,Enfield,69,Aged 69 years,2303
E09000010,Enfield,70,Aged 70 years,2257
E09000010,Enfield,71,Aged 71 years,2225
E09000010,Enfield,72,Aged 72 years,2249
E09000010,Enfield,73,Aged 73 years,2232
E09000010,Enfield,74,Aged 74 years,2196
E09000010,Enfield,75,Aged 75 years,1835
E09000010,Enfield,76,Aged 76 years,1761
E09000010,Enfield,77,Aged 77 years,1671
E09000010,Enfield,78,Aged 78 years,1533
E09000010,Enfield,79,Aged 79 years,1353
E09000010,Enfield,80,Aged 80 years,1371
E09000010,Enfield,81,Aged 81 years,1470
E09000010,Enfield,82,Aged 82 years,1293
E09000010,Enfield,83,Aged 83 years,1257
E09000010,Enfield,84,Aged 84 years,1099
E09000010,Enfield,85,Aged 85 years,1013
E09000010,Enfield,86,Aged 86 years,944
E09000010,Enfield,87,Aged 87 years,818
E09000010,Enfield,88,Aged 88 years,674
E09000010,Enfield,89,Aged 89 years,597
E09000010,Enfield,90,Aged 90 years,515
E09000010,Enfield,91,Aged 91 years,466
E09000010,Enfield,92,Aged 92 years,341
E09000010,Enfield,93,Aged 93 years,254
E09000010,Enfield,94,Aged 94 years,220
E09000010,Enfield,95,Aged 95 years,174
E09000010,Enfield,96,Aged 96 years,149
E09000010,Enfield,97,Aged 97 years,100
E09000010,Enfield,98,Aged 98 years,67
E09000010,Enfield,99,Aged 99 years,37
E09000010,Enfield,100,Aged 100 years and over,55
E09000011,Greenwich,0,Aged under 1 year,3772
E09000011,Greenwich,1,Aged 1 year,3869
E09000011,Greenwich,2,Aged 2 years,3835
E09000011,Greenwich,3,Aged 3 years,3735
E09000011,Greenwich,4,Aged 4 years,3816
E09000011,Greenwich,5,Aged 5 years,3775
E09000011,Greenwich,6,Aged 6 years,3713
E09000011,Greenwich,7,Aged 7 years,3752
E09000011,Greenwich,8,Aged 8 years,3840
E09000011,Greenwich,9,Aged 9 years,3702
E09000011,Greenwich,10,Aged 10 years,3693
E09000011,Greenwich,11,Aged 11 years,3727
E09000011,Greenwich,12,Aged 12 years,3694
E09000011,Greenwich,13,Aged 13 years,3564
E09000011,Greenwich,14,Aged 14 years,3528
E09000011,Greenwich,15,Aged 15 years,3306
E09000011,Greenwich,16,Aged 16 years,3279
E09000011,Greenwich,17,Aged 17 years,3239
E09000011,Greenwich,18,Aged 18 years,3067
E09000011,Greenwich,19,Aged 19 years,3004
E09000011,Greenwich,20,Aged 20 years,3129
E09000011,Greenwich,21,Aged 21 years,3357
E09000011,Greenwich,22,Aged 22 years,3721
E09000011,Greenwich,23,Aged 23 years,3907
E09000011,Greenwich,24,Aged 24 years,4249
E09000011,Greenwich,25,Aged 25 years,4641
E09000011,Greenwich,26,Aged 26 years,4461
E09000011,Greenwich,27,Aged 27 years,4877
E09000011,Greenwich,28,Aged 28 years,5243
E09000011,Greenwich,29,Aged 29 years,5494
E09000011,Greenwich,30,Aged 30 years,5502
E09000011,Greenwich,31,Aged 31 years,5590
E09000011,Greenwich,32,Aged 32 years,5664
E09000011,Greenwich,33,Aged 33 years,5783
E09000011,Greenwich,34,Aged 34 years,5329
E09000011,Greenwich,35,Aged 35 years,5336
E09000011,Greenwich,36,Aged 36 years,5210
E09000011,Greenwich,37,Aged 37 years,5280
E09000011,Greenwich,38,Aged 38 years,5211
E09000011,Greenwich,39,Aged 39 years,4742
E09000011,Greenwich,40,Aged 40 years,5193
E09000011,Greenwich,41,Aged 41 years,4822
E09000011,Greenwich,42,Aged 42 years,4577
E09000011,Greenwich,43,Aged 43 years,4253
E09000011,Greenwich,44,Aged 44 years,4114
E09000011,Greenwich,45,Aged 45 years,4040
E09000011,Greenwich,46,Aged 46 years,4085
E09000011,Greenwich,47,Aged 47 years,3873
E09000011,Greenwich,48,Aged 48 years,3745
E09000011,Greenwich,49,Aged 49 years,3824
E09000011,Greenwich,50,Aged 50 years,4030
E09000011,Greenwich,51,Aged 51 years,3777
E09000011,Greenwich,52,Aged 52 years,3912
E09000011,Greenwich,53,Aged 53 years,3642
E09000011,Greenwich,54,Aged 54 years,3665
E09000011,Greenwich,55,Aged 55 years,3458
E09000011,Greenwich,56,Aged 56 years,3341
E09000011,Greenwich,57,Aged 57 years,3286
E09000011,Greenwich,58,Aged 58 years,3031
E09000011,Greenwich,59,Aged 59 years,3009
E09000011,Greenwich,60,Aged 60 years,2993
E09000011,Greenwich,61,Aged 61 years,2768
E09000011,Greenwich,62,Aged 62 years,2429
E09000011,Greenwich,63,Aged 63 years,2302
E09000011,Greenwich,64,Aged 64 years,2037
E09000011,Greenwich,65,Aged 65 years,2157
E09000011,Greenwich,66,Aged 66 years,2011
E09000011,Greenwich,67,Aged 67 years,1827
E09000011,Greenwich,68,Aged 68 years,1717
E09000011,Greenwich,69,Aged 69 years,1613
E09000011,Greenwich,70,Aged 70 years,1643
E09000011,Greenwich,71,Aged 71 years,1561
E09000011,Greenwich,72,Aged 72 years,1496
E09000011,Greenwich,73,Aged 73 years,1708
E09000011,Greenwich,74,Aged 74 years,1567
E09000011,Greenwich,75,Aged 75 years,1285
E09000011,Greenwich,76,Aged 76 years,1274
E09000011,Greenwich,77,Aged 77 years,1168
E09000011,Greenwich,78,Aged 78 years,1006
E09000011,Greenwich,79,Aged 79 years,895
E09000011,Greenwich,80,Aged 80 years,832
E09000011,Greenwich,81,Aged 81 years,855
E09000011,Greenwich,82,Aged 82 years,792
E09000011,Greenwich,83,Aged 83 years,694
E09000011,Greenwich,84,Aged 84 years,602
E09000011,Greenwich,85,Aged 85 years,588
E09000011,Greenwich,86,Aged 86 years,518
E09000011,Greenwich,87,Aged 87 years,440
E09000011,Greenwich,88,Aged 88 years,378
E09000011,Greenwich,89,Aged 89 years,333
E09000011,Greenwich,90,Aged 90 years,293
E09000011,Greenwich,91,Aged 91 years,224
E09000011,Greenwich,92,Aged 92 years,206
E09000011,Greenwich,93,Aged 93 years,134
E09000011,Greenwich,94,Aged 94 years,111
E09000011,Greenwich,95,Aged 95 years,85
E09000011,Greenwich,96,Aged 96 years,63
E09000011,Greenwich,97,Aged 97 years,41
E09000011,Greenwich,98,Aged 98 years,40
E09000011,Greenwich,99,Aged 99 years,23
E09000011,Greenwich,100,Aged 100 years and over,45
E09000012,Hackney,0,Aged under 1 year,3391
E09000012,Hackney,1,Aged 1 year,3295
E09000012,Hackney,2,Aged 2 years,3264
E09000012,Hackney,3,Aged 3 years,3053
E09000012,Hackney,4,Aged 4 years,3132
E09000012,Hackney,5,Aged 5 years,3119
E09000012,Hackney,6,Aged 6 years,3070
E09000012,Hackney,7,Aged 7 years,2865
E09000012,Hackney,8,Aged 8 years,3100
E09000012,Hackney,9,Aged 9 years,3005
E09000012,Hackney,10,Aged 10 years,3121
E09000012,Hackney,11,Aged 11 years,3071
E09000012,Hackney,12,Aged 12 years,3109
E09000012,Hackney,13,Aged 13 years,3069
E09000012,Hackney,14,Aged 14 years,3049
E09000012,Hackney,15,Aged 15 years,2965
E09000012,Hackney,16,Aged 16 years,3033
E09000012,Hackney,17,Aged 17 years,2949
E09000012,Hackney,18,Aged 18 years,2685
E09000012,Hackney,19,Aged 19 years,2492
E09000012,Hackney,20,Aged 20 years,2865
E09000012,Hackney,21,Aged 21 years,2973
E09000012,Hackney,22,Aged 22 years,3399
E09000012,Hackney,23,Aged 23 years,4391
E09000012,Hackney,24,Aged 24 years,4964
E09000012,Hackney,25,Aged 25 years,5672
E09000012,Hackney,26,Aged 26 years,6165
E09000012,Hackney,27,Aged 27 years,6373
E09000012,Hackney,28,Aged 28 years,6608
E09000012,Hackney,29,Aged 29 years,6716
E09000012,Hackney,30,Aged 30 years,6976
E09000012,Hackney,31,Aged 31 years,6824
E09000012,Hackney,32,Aged 32 years,6536
E09000012,Hackney,33,Aged 33 years,6005
E09000012,Hackney,34,Aged 34 years,5607
E09000012,Hackney,35,Aged 35 years,5194
E09000012,Hackney,36,Aged 36 years,4899
E09000012,Hackney,37,Aged 37 years,4677
E09000012,Hackney,38,Aged 38 years,4525
E09000012,Hackney,39,Aged 39 years,4318
E09000012,Hackney,40,Aged 40 years,4040
E09000012,Hackney,41,Aged 41 years,3966
E09000012,Hackney,42,Aged 42 years,3610
E09000012,Hackney,43,Aged 43 years,3527
E09000012,Hackney,44,Aged 44 years,3493
E09000012,Hackney,45,Aged 45 years,3254
E09000012,Hackney,46,Aged 46 years,3166
E09000012,Hackney,47,Aged 47 years,3020
E09000012,Hackney,48,Aged 48 years,3067
E09000012,Hackney,49,Aged 49 years,2958
E09000012,Hackney,50,Aged 50 years,2939
E09000012,Hackney,51,Aged 51 years,2940
E09000012,Hackney,52,Aged 52 years,2964
E09000012,Hackney,53,Aged 53 years,2934
E09000012,Hackney,54,Aged 54 years,2793
E09000012,Hackney,55,Aged 55 years,2929
E09000012,Hackney,56,Aged 56 years,2963
E09000012,Hackney,57,Aged 57 years,2624
E09000012,Hackney,58,Aged 58 years,2520
E09000012,Hackney,59,Aged 59 years,2310
E09000012,Hackney,60,Aged 60 years,2317
E09000012,Hackney,61,Aged 61 years,2192
E09000012,Hackney,62,Aged 62 years,1998
E09000012,Hackney,63,Aged 63 years,1790
E09000012,Hackney,64,Aged 64 years,1809
E09000012,Hackney,65,Aged 65 years,1730
E09000012,Hackney,66,Aged 66 years,1437
E09000012,Hackney,67,Aged 67 years,1402
E09000012,Hackney,68,Aged 68 years,1320
E09000012,Hackney,69,Aged 69 years,1126
E09000012,Hackney,70,Aged 70 years,1186
E09000012,Hackney,71,Aged 71 years,1140
E09000012,Hackney,72,Aged 72 years,1108
E09000012,Hackney,73,Aged 73 years,1045
E09000012,Hackney,74,Aged 74 years,979
E09000012,Hackney,75,Aged 75 years,784
E09000012,Hackney,76,Aged 76 years,706
E09000012,Hackney,77,Aged 77 years,679
E09000012,Hackney,78,Aged 78 years,631
E09000012,Hackney,79,Aged 79 years,617
E09000012,Hackney,80,Aged 80 years,507
E09000012,Hackney,81,Aged 81 years,524
E09000012,Hackney,82,Aged 82 years,510
E09000012,Hackney,83,Aged 83 years,417
E09000012,Hackney,84,Aged 84 years,423
E09000012,Hackney,85,Aged 85 years,386
E09000012,Hackney,86,Aged 86 years,371
E09000012,Hackney,87,Aged 87 years,263
E09000012,Hackney,88,Aged 88 years,247
E09000012,Hackney,89,Aged 89 years,180
E09000012,Hackney,90,Aged 90 years,155
E09000012,Hackney,91,Aged 91 years,166
E09000012,Hackney,92,Aged 92 years,131
E09000012,Hackney,93,Aged 93 years,97
E09000012,Hackney,94,Aged 94 years,71
E09000012,Hackney,95,Aged 95 years,44
E09000012,Hackney,96,Aged 96 years,35
E09000012,Hackney,97,Aged 97 years,35
