Borough_code,Borough_name,Age_code,Age_desc,Value
E09000012,Hackney,98,Aged 98 years,17
E09000012,Hackney,99,Aged 99 years,10
E09000012,Hackney,100,Aged 100 years and over,22
E09000013,Hammersmith and Fulham,0,Aged under 1 year,1883
E09000013,Hammersmith and Fulham,1,Aged 1 year,1882
E09000013,Hammersmith and Fulham,2,Aged 2 years,1754
E09000013,Hammersmith and Fulham,3,Aged 3 years,1747
E09000013,Hammersmith and Fulham,4,Aged 4 years,1809
E09000013,Hammersmith and Fulham,5,Aged 5 years,1780
E09000013,Hammersmith and Fulham,6,Aged 6 years,1662
E09000013,Hammersmith and Fulham,7,Aged 7 years,1775
E09000013,Hammersmith and Fulham,8,Aged 8 years,1787
E09000013,Hammersmith and Fulham,9,Aged 9 years,1820
E09000013,Hammersmith and Fulham,10,Aged 10 years,1788
E09000013,Hammersmith and Fulham,11,Aged 11 years,1922
E09000013,Hammersmith and Fulham,12,Aged 12 years,1790
E09000013,Hammersmith and Fulham,13,Aged 13 years,1759
E09000013,Hammersmith and Fulham,14,Aged 14 years,1748
E09000013,Hammersmith and Fulham,15,Aged 15 years,1624
E09000013,Hammersmith and Fulham,16,Aged 16 years,1665
E09000013,Hammersmith and Fulham,17,Aged 17 years,1646
E09000013,Hammersmith and Fulham,18,Aged 18 years,1523
E09000013,Hammersmith and Fulham,19,Aged 19 years,1747
E09000013,Hammersmith and Fulham,20,Aged 20 years,2346
E09000013,Hammersmith and Fulham,21,Aged 21 years,2745
E09000013,Hammersmith and Fulham,22,Aged 22 years,3204
E09000013,Hammersmith and Fulham,23,Aged 23 years,4084
E09000013,Hammersmith and Fulham,24,Aged 24 years,4581
E09000013,Hammersmith and Fulham,25,Aged 25 years,4726
E09000013,Hammersmith and Fulham,26,Aged 26 years,4848
E09000013,Hammersmith and Fulham,27,Aged 27 years,4734
E09000013,Hammersmith and Fulham,28,Aged 28 years,4569
E09000013,Hammersmith and Fulham,29,Aged 29 years,4525
E09000013,Hammersmith and Fulham,30,Aged 30 years,4260
E09000013,Hammersmith and Fulham,31,Aged 31 years,4067
E09000013,Hammersmith and Fulham,32,Aged 32 years,3916
E09000013,Hammersmith and Fulham,33,Aged 33 years,3709
E09000013,Hammersmith and Fulham,34,Aged 34 years,3435
E09000013,Hammersmith and Fulham,35,Aged 35 years,3226
E09000013,Hammersmith and Fulham,36,Aged 36 years,3119
E09000013,Hammersmith and Fulham,37,Aged 37 years,2949
E09000013,Hammersmith and Fulham,38,Aged 38 years,2811
E09000013,Hammersmith and Fulham,39,Aged 39 years,2696
E09000013,Hammersmith and Fulham,40,Aged 40 years,2691
E09000013,Hammersmith and Fulham,41,Aged 41 years,2664
E09000013,Hammersmith and Fulham,42,Aged 42 years,2600
E09000013,Hammersmith and Fulham,43,Aged 43 years,2503
E09000013,Hammersmith and Fulham,44,Aged 44 years,2390
E09000013,Hammersmith and Fulham,45,Aged 45 years,2397
E09000013,Hammersmith and Fulham,46,Aged 46 years,2436
E09000013,Hammersmith and Fulham,47,Aged 47 years,2455
E09000013,Hammersmith and Fulham,48,Aged 48 years,2504
E09000013,Hammersmith and Fulham,49,Aged 49 years,2382
E09000013,Hammersmith and Fulham,50,Aged 50 years,2458
E09000013,Hammersmith and Fulham,51,Aged 51 years,2400
E09000013,Hammersmith and Fulham,52,Aged 52 years,2318
E09000013,Hammersmith and Fulham,53,Aged 53 years,2350
E09000013,Hammersmith and Fulham,54,Aged 54 years,2370
E09000013,Hammersmith and Fulham,55,Aged 55 years,2177
E09000013,Hammersmith and Fulham,56,Aged 56 years,2226
E09000013,Hammersmith and Fulham,57,Aged 57 years,1998
E09000013,Hammersmith and Fulham,58,Aged 58 years,1985
E09000013,Hammersmith and Fulham,59,Aged 59 years,1854
E09000013,Hammersmith and Fulham,60,Aged 60 years,1603
E09000013,Hammersmith and Fulham,61,Aged 61 years,1511
E09000013,Hammersmith and Fulham,62,Aged 62 years,1496
E09000013,Hammersmith and Fulham,63,Aged 63 years,1424
E09000013,Hammersmith and Fulham,64,Aged 64 years,1323
E09000013,Hammersmith and Fulham,65,Aged 65 years,1295
E09000013,Hammersmith and Fulham,66,Aged 66 years,1168
E09000013,Hammersmith and Fulham,67,Aged 67 years,1197
E09000013,Hammersmith and Fulham,68,Aged 68 years,1023
E09000013,Hammersmith and Fulham,69,Aged 69 years,1048
E09000013,Hammersmith and Fulham,70,Aged 70 years,1033
E09000013,Hammersmith and Fulham,71,Aged 71 years,987
E09000013,Hammersmith and Fulham,72,Aged 72 years,983
E09000013,Hammersmith and Fulham,73,Aged 73 years,1024
E09000013,Hammersmith and Fulham,74,Aged 74 years,959
E09000013,Hammersmith and Fulham,75,Aged 75 years,801
E09000013,Hammersmith and Fulham,76,Aged 76 years,752
E09000013,Hammersmith and Fulham,77,Aged 77 years,727
E09000013,Hammersmith and Fulham,78,Aged 78 years,678
E09000013,Hammersmith and Fulham,79,Aged 79 years,581
E09000013,Hammersmith and Fulham,80,Aged 80 years,586
E09000013,Hammersmith and Fulham,81,Aged 81 years,593
E09000013,Hammersmith and Fulham,82,Aged 82 years,527
E09000013,Hammersmith and Fulham,83,Aged 83 years,440
E09000013,Hammersmith and Fulham,84,Aged 84 years,394
E09000013,Hammersmith and Fulham,85,Aged 85 years,364
E09000013,Hammersmith and Fulham,86,Aged 86 years,311
E09000013,Hammersmith and Fulham,87,Aged 87 years,279
E09000013,Hammersmith and Fulham,88,Aged 88 years,255
E09000013,Hammersmith and Fulham,89,Aged 89 years,204
E09000013,Hammersmith and Fulham,90,Aged 90 years,182
E09000013,Hammersmith and Fulham,91,Aged 91 years,139
E09000013,Hammersmith and Fulham,92,Aged 92 years,133
E09000013,Hammersmith and Fulham,93,Aged 93 years,87
E09000013,Hammersmith and Fulham,94,Aged 94 years,67
E09000013,Hammersmith and Fulham,95,Aged 95 years,54
E09000013,Hammersmith and Fulham,96,Aged 96 years,37
E09000013,Hammersmith and Fulham,97,Aged 97 years,22
E09000013,Hammersmith and Fulham,98,Aged 98 years,16
E09000013,Hammersmith and Fulham,99,Aged 99 years,13
E09000013,Hammersmith and Fulham,100,Aged 100 years and over,26
E09000014,Haringey,0,Aged under 1 year,3031
E09000014,Haringey,1,Aged 1 year,3092
E09000014,Haringey,2,Aged 2 years,2989
E09000014,Haringey,3,Aged 3 years,2899
E09000014,Haringey,4,Aged 4 years,2921
E09000014,Haringey,5,Aged 5 years,3078
E09000014,Haringey,6,Aged 6 years,2829
E09000014,Haringey,7,Aged 7 years,2880
E09000014,Haringey,8,Aged 8 years,2941
E09000014,Haringey,9,Aged 9 years,3014
E09000014,Haringey,10,Aged 10 years,3156
E09000014,Haringey,11,Aged 11 years,3067
E09000014,Haringey,12,Aged 12 years,3164
E09000014,Haringey,13,Aged 13 years,3115
E09000014,Haringey,14,Aged 14 years,3069
E09000014,Haringey,15,Aged 15 years,2991
E09000014,Haringey,16,Aged 16 years,3119
E09000014,Haringey,17,Aged 17 years,3067
E09000014,Haringey,18,Aged 18 years,2770
E09000014,Haringey,19,Aged 19 years,2624
E09000014,Haringey,20,Aged 20 years,2591
E09000014,Haringey,21,Aged 21 years,2780
E09000014,Haringey,22,Aged 22 years,3144
E09000014,Haringey,23,Aged 23 years,3761
E09000014,Haringey,24,Aged 24 years,4087
E09000014,Haringey,25,Aged 25 years,4355
E09000014,Haringey,26,Aged 26 years,4723
E09000014,Haringey,27,Aged 27 years,4883
E09000014,Haringey,28,Aged 28 years,5019
E09000014,Haringey,29,Aged 29 years,5021
E09000014,Haringey,30,Aged 30 years,5234
E09000014,Haringey,31,Aged 31 years,5274
E09000014,Haringey,32,Aged 32 years,5203
E09000014,Haringey,33,Aged 33 years,5233
E09000014,Haringey,34,Aged 34 years,4958
E09000014,Haringey,35,Aged 35 years,4960
E09000014,Haringey,36,Aged 36 years,4976
E09000014,Haringey,37,Aged 37 years,4637
E09000014,Haringey,38,Aged 38 years,4566
E09000014,Haringey,39,Aged 39 years,4467
E09000014,Haringey,40,Aged 40 years,4483
E09000014,Haringey,41,Aged 41 years,4490
E09000014,Haringey,42,Aged 42 years,4310
E09000014,Haringey,43,Aged 43 years,4008
E09000014,Haringey,44,Aged 44 years,3862
E09000014,Haringey,45,Aged 45 years,3914
E09000014,Haringey,46,Aged 46 years,4004
E09000014,Haringey,47,Aged 47 years,3721
E09000014,Haringey,48,Aged 48 years,3739
E09000014,Haringey,49,Aged 49 years,3793
E09000014,Haringey,50,Aged 50 years,4038
E09000014,Haringey,51,Aged 51 years,3585
E09000014,Haringey,52,Aged 52 years,3690
E09000014,Haringey,53,Aged 53 years,3725
E09000014,Haringey,54,Aged 54 years,3483
E09000014,Haringey,55,Aged 55 years,3581
E09000014,Haringey,56,Aged 56 years,3381
E09000014,Haringey,57,Aged 57 years,3199
E09000014,Haringey,58,Aged 58 years,3105
E09000014,Haringey,59,Aged 59 years,2831
E09000014,Haringey,60,Aged 60 years,2707
E09000014,Haringey,61,Aged 61 years,2567
E09000014,Haringey,62,Aged 62 years,2278
E09000014,Haringey,63,Aged 63 years,2254
E09000014,Haringey,64,Aged 64 years,2092
E09000014,Haringey,65,Aged 65 years,2009
E09000014,Haringey,66,Aged 66 years,1834
E09000014,Haringey,67,Aged 67 years,1708
E09000014,Haringey,68,Aged 68 years,1696
E09000014,Haringey,69,Aged 69 years,1571
E09000014,Haringey,70,Aged 70 years,1590
E09000014,Haringey,71,Aged 71 years,1496
E09000014,Haringey,72,Aged 72 years,1432
E09000014,Haringey,73,Aged 73 years,1321
E09000014,Haringey,74,Aged 74 years,1309
E09000014,Haringey,75,Aged 75 years,1058
E09000014,Haringey,76,Aged 76 years,1104
E09000014,Haringey,77,Aged 77 years,1052
E09000014,Haringey,78,Aged 78 years,852
E09000014,Haringey,79,Aged 79 years,817
E09000014,Haringey,80,Aged 80 years,776
E09000014,Haringey,81,Aged 81 years,774
E09000014,Haringey,82,Aged 82 years,749
E09000014,Haringey,83,Aged 83 years,679
E09000014,Haringey,84,Aged 84 years,662
E09000014,Haringey,85,Aged 85 years,562
E09000014,Haringey,86,Aged 86 years,489
E09000014,Haringey,87,Aged 87 years,420
E09000014,Haringey,88,Aged 88 years,360
E09000014,Haringey,89,Aged 89 years,325
E09000014,Haringey,90,Aged 90 years,261
E09000014,Haringey,91,Aged 91 years,221
E09000014,Haringey,92,Aged 92 years,143
E09000014,Haringey,93,Aged 93 years,106
E09000014,Haringey,94,Aged 94 years,97
E09000014,Haringey,95,Aged 95 years,61
E09000014,Haringey,96,Aged 96 years,61
E09000014,Haringey,97,Aged 97 years,30
E09000014,Haringey,98,Aged 98 years,28
E09000014,Haringey,99,Aged 99 years,15
E09000014,Haringey,100,Aged 100 years and over,38
E09000015,Harrow,0,Aged under 1 year,3034
E09000015,Harrow,1,Aged 1 year,3183
E09000015,Harrow,2,Aged 2 years,3142
E09000015,Harrow,3,Aged 3 years,3197
E09000015,Harrow,4,Aged 4 years,3143
E09000015,Harrow,5,Aged 5 years,3164
E09000015,Harrow,6,Aged 6 years,3244
E09000015,Harrow,7,Aged 7 years,3174
E09000015,Harrow,8,Aged 8 years,3314
E09000015,Harrow,9,Aged 9 years,3237
E09000015,Harrow,10,Aged 10 years,3364
E09000015,Harrow,11,Aged 11 years,3209
E09000015,Harrow,12,Aged 12 years,3281
E09000015,Harrow,13,Aged 13 years,3233
E09000015,Harrow,14,Aged 14 years,3394
E09000015,Harrow,15,Aged 15 years,3269
E09000015,Harrow,16,Aged 16 years,3394
E09000015,Harrow,17,Aged 17 years,3390
E09000015,Harrow,18,Aged 18 years,2776
E09000015,Harrow,19,Aged 19 years,2212
E09000015,Harrow,20,Aged 20 years,2327
E09000015,Harrow,21,Aged 21 years,2537
E09000015,Harrow,22,Aged 22 years,3136
E09000015,Harrow,23,Aged 23 years,3530
E09000015,Harrow,24,Aged 24 years,3602
E09000015,Harrow,25,Aged 25 years,3648
E09000015,Harrow,26,Aged 26 years,3663
E09000015,Harrow,27,Aged 27 years,3642
E09000015,Harrow,28,Aged 28 years,3743
E09000015,Harrow,29,Aged 29 years,3771
E09000015,Harrow,30,Aged 30 years,3875
E09000015,Harrow,31,Aged 31 years,4084
E09000015,Harrow,32,Aged 32 years,4166
E09000015,Harrow,33,Aged 33 years,4238
E09000015,Harrow,34,Aged 34 years,4095
E09000015,Harrow,35,Aged 35 years,4338
E09000015,Harrow,36,Aged 36 years,4234
E09000015,Harrow,37,Aged 37 years,4172
E09000015,Harrow,38,Aged 38 years,4108
E09000015,Harrow,39,Aged 39 years,4278
E09000015,Harrow,40,Aged 40 years,4209
E09000015,Harrow,41,Aged 41 years,4026
E09000015,Harrow,42,Aged 42 years,4087
E09000015,Harrow,43,Aged 43 years,3882
E09000015,Harrow,44,Aged 44 years,3723
E09000015,Harrow,45,Aged 45 years,3525
E09000015,Harrow,46,Aged 46 years,3566
E09000015,Harrow,47,Aged 47 years,3349
E09000015,Harrow,48,Aged 48 years,3236
E09000015,Harrow,49,Aged 49 years,3329
E09000015,Harrow,50,Aged 50 years,3253
E09000015,Harrow,51,Aged 51 years,3391
E09000015,Harrow,52,Aged 52 years,3393
E09000015,Harrow,53,Aged 53 years,3170
E09000015,Harrow,54,Aged 54 years,3137
E09000015,Harrow,55,Aged 55 years,3159
E09000015,Harrow,56,Aged 56 years,3087
E09000015,Harrow,57,Aged 57 years,3099
E09000015,Harrow,58,Aged 58 years,2999
E09000015,Harrow,59,Aged 59 years,3011
E09000015,Harrow,60,Aged 60 years,3059
E09000015,Harrow,61,Aged 61 years,2803
E09000015,Harrow,62,Aged 62 years,2802
E09000015,Harrow,63,Aged 63 years,2563
E09000015,Harrow,64,Aged 64 years,2623
E09000015,Harrow,65,Aged 65 years,2497
E09000015,Harrow,66,Aged 66 years,2519
E09000015,Harrow,67,Aged 67 years,2252
E09000015,Harrow,68,Aged 68 years,2176
E09000015,Harrow,69,Aged 69 years,2071
E09000015,Harrow,70,Aged 70 years,2032
E09000015,Harrow,71,Aged 71 years,2047
E09000015,Harrow,72,Aged 72 years,1914
E09000015,Harrow,73,Aged 73 years,1978
E09000015,Harrow,74,Aged 74 years,1924
E09000015,Harrow,75,Aged 75 years,1629
E09000015,Harrow,76,Aged 76 years,1636
E09000015,Harrow,77,Aged 77 years,1532
E09000015,Harrow,78,Aged 78 years,1390
E09000015,Harrow,79,Aged 79 years,1175
E09000015,Harrow,80,Aged 80 years,1188
E09000015,Harrow,81,Aged 81 years,1260
E09000015,Harrow,82,Aged 82 years,1191
E09000015,Harrow,83,Aged 83 years,1089
E09000015,Harrow,84,Aged 84 years,1001
E09000015,Harrow,85,Aged 85 years,904
E09000015,Harrow,86,Aged 86 years,850
E09000015,Harrow,87,Aged 87 years,721
E09000015,Harrow,88,Aged 88 years,590
E09000015,Harrow,89,Aged 89 years,498
E09000015,Harrow,90,Aged 90 years,470
E09000015,Harrow,91,Aged 91 years,412
E09000015,Harrow,92,Aged 92 years,286
E09000015,Harrow,93,Aged 93 years,258
E09000015,Harrow,94,Aged 94 years,195
E09000015,Harrow,95,Aged 95 years,140
E09000015,Harrow,96,Aged 96 years,121
E09000015,Harrow,97,Aged 97 years,84
E09000015,Harrow,98,Aged 98 years,52
E09000015,Harrow,99,Aged 99 years,30
E09000015,Harrow,100,Aged 100 years and over,69
E09000016,Havering,0,Aged under 1 year,3096
E09000016,Havering,1,Aged 1 year,3244
E09000016,Havering,2,Aged 2 years,3430
E09000016,Havering,3,Aged 3 years,3308
E09000016,Havering,4,Aged 4 years,3413
E09000016,Havering,5,Aged 5 years,3562
E09000016,Havering,6,Aged 6 years,3273
E09000016,Havering,7,Aged 7 years,3368
E09000016,Havering,8,Aged 8 years,3298
E09000016,Havering,9,Aged 9 years,3361
E09000016,Havering,10,Aged 10 years,3240
E09000016,Havering,11,Aged 11 years,3137
E09000016,Havering,12,Aged 12 years,3215
E09000016,Havering,13,Aged 13 years,3236
E09000016,Havering,14,Aged 14 years,3139
E09000016,Havering,15,Aged 15 years,3004
E09000016,Havering,16,Aged 16 years,3167
E09000016,Havering,17,Aged 17 years,3063
E09000016,Havering,18,Aged 18 years,2753
E09000016,Havering,19,Aged 19 years,2380
E09000016,Havering,20,Aged 20 years,2368
E09000016,Havering,21,Aged 21 years,2631
E09000016,Havering,22,Aged 22 years,2952
E09000016,Havering,23,Aged 23 years,2998
E09000016,Havering,24,Aged 24 years,3157
E09000016,Havering,25,Aged 25 years,3180
E09000016,Havering,26,Aged 26 years,3327
E09000016,Havering,27,Aged 27 years,3294
E09000016,Havering,28,Aged 28 years,3506
E09000016,Havering,29,Aged 29 years,3635
E09000016,Havering,30,Aged 30 years,3704
E09000016,Havering,31,Aged 31 years,3749
E09000016,Havering,32,Aged 32 years,3916
E09000016,Havering,33,Aged 33 years,4011
E09000016,Havering,34,Aged 34 years,3911
E09000016,Havering,35,Aged 35 years,3971
E09000016,Havering,36,Aged 36 years,3892
E09000016,Havering,37,Aged 37 years,3834
E09000016,Havering,38,Aged 38 years,3779
E09000016,Havering,39,Aged 39 years,3713
E09000016,Havering,40,Aged 40 years,3857
E09000016,Havering,41,Aged 41 years,3717
E09000016,Havering,42,Aged 42 years,3415
E09000016,Havering,43,Aged 43 years,3171
E09000016,Havering,44,Aged 44 years,3281
E09000016,Havering,45,Aged 45 years,3223
E09000016,Havering,46,Aged 46 years,3281
E09000016,Havering,47,Aged 47 years,3159
E09000016,Havering,48,Aged 48 years,3238
E09000016,Havering,49,Aged 49 years,3313
E09000016,Havering,50,Aged 50 years,3456
E09000016,Havering,51,Aged 51 years,3435
E09000016,Havering,52,Aged 52 years,3476
E09000016,Havering,53,Aged 53 years,3451
E09000016,Havering,54,Aged 54 years,3553
E09000016,Havering,55,Aged 55 years,3525
E09000016,Havering,56,Aged 56 years,3464
E09000016,Havering,57,Aged 57 years,3501
E09000016,Havering,58,Aged 58 years,3308
E09000016,Havering,59,Aged 59 years,3160
E09000016,Havering,60,Aged 60 years,3173
E09000016,Havering,61,Aged 61 years,3021
E09000016,Havering,62,Aged 62 years,2989
E09000016,Havering,63,Aged 63 years,2918
E09000016,Havering,64,Aged 64 years,2651
E09000016,Havering,65,Aged 65 years,2462
E09000016,Havering,66,Aged 66 years,2428
E09000016,Havering,67,Aged 67 years,2425
E09000016,Havering,68,Aged 68 years,2245
E09000016,Havering,69,Aged 69 years,2308
E09000016,Havering,70,Aged 70 years,2300
E09000016,Havering,71,Aged 71 years,2318
E09000016,Havering,72,Aged 72 years,2294
E09000016,Havering,73,Aged 73 years,2611
E09000016,Havering,74,Aged 74 years,2602
E09000016,Havering,75,Aged 75 years,1964
E09000016,Havering,76,Aged 76 years,1878
E09000016,Havering,77,Aged 77 years,1837
E09000016,Havering,78,Aged 78 years,1661
E09000016,Havering,79,Aged 79 years,1386
E09000016,Havering,80,Aged 80 years,1332
E09000016,Havering,81,Aged 81 years,1365
E09000016,Havering,82,Aged 82 years,1280
E09000016,Havering,83,Aged 83 years,1259
E09000016,Havering,84,Aged 84 years,1180
E09000016,Havering,85,Aged 85 years,1096
E09000016,Havering,86,Aged 86 years,985
E09000016,Havering,87,Aged 87 years,825
E09000016,Havering,88,Aged 88 years,803
E09000016,Havering,89,Aged 89 years,704
E09000016,Havering,90,Aged 90 years,584
E09000016,Havering,91,Aged 91 years,471
E09000016,Havering,92,Aged 92 years,425
E09000016,Havering,93,Aged 93 years,318
E09000016,Havering,94,Aged 94 years,223
E09000016,Havering,95,Aged 95 years,161
E09000016,Havering,96,Aged 96 years,132
E09000016,Havering,97,Aged 97 years,85
E09000016,Havering,98,Aged 98 years,67
E09000016,Havering,99,Aged 99 years,35
E09000016,Havering,100,Aged 100 years and over,57
E09000017,Hillingdon,0,Aged under 1 year,3811
E09000017,Hillingdon,1,Aged 1 year,3920
E09000017,Hillingdon,2,Aged 2 years,3939
E09000017,Hillingdon,3,Aged 3 years,4046
E09000017,Hillingdon,4,Aged 4 years,4166
E09000017,Hillingdon,5,Aged 5 years,4057
E09000017,Hillingdon,6,Aged 6 years,4087
E09000017,Hillingdon,7,Aged 7 years,3986
E09000017,Hillingdon,8,Aged 8 years,4143
E09000017,Hillingdon,9,Aged 9 years,4196
E09000017,Hillingdon,10,Aged 10 years,4072
E09000017,Hillingdon,11,Aged 11 years,4025
E09000017,Hillingdon,12,Aged 12 years,4027
E09000017,Hillingdon,13,Aged 13 years,4099
E09000017,Hillingdon,14,Aged 14 years,3772
E09000017,Hillingdon,15,Aged 15 years,3686
E09000017,Hillingdon,16,Aged 16 years,3677
E09000017,Hillingdon,17,Aged 17 years,3663
E09000017,Hillingdon,18,Aged 18 years,3607
E09000017,Hillingdon,19,Aged 19 years,3924
E09000017,Hillingdon,20,Aged 20 years,3809
E09000017,Hillingdon,21,Aged 21 years,4070
E09000017,Hillingdon,22,Aged 22 years,4074
E09000017,Hillingdon,23,Aged 23 years,3989
E09000017,Hillingdon,24,Aged 24 years,3870
E09000017,Hillingdon,25,Aged 25 years,3927
E09000017,Hillingdon,26,Aged 26 years,4109
E09000017,Hillingdon,27,Aged 27 years,4039
E09000017,Hillingdon,28,Aged 28 years,4223
E09000017,Hillingdon,29,Aged 29 years,4472
E09000017,Hillingdon,30,Aged 30 years,4566
E09000017,Hillingdon,31,Aged 31 years,4657
E09000017,Hillingdon,32,Aged 32 years,4788
E09000017,Hillingdon,33,Aged 33 years,4775
E09000017,Hillingdon,34,Aged 34 years,4894
E09000017,Hillingdon,35,Aged 35 years,4970
E09000017,Hillingdon,36,Aged 36 years,5023
E09000017,Hillingdon,37,Aged 37 years,5027
E09000017,Hillingdon,38,Aged 38 years,5061
E09000017,Hillingdon,39,Aged 39 years,4844
E09000017,Hillingdon,40,Aged 40 years,5097
E09000017,Hillingdon,41,Aged 41 years,5060
E09000017,Hillingdon,42,Aged 42 years,4760
E09000017,Hillingdon,43,Aged 43 years,4336
E09000017,Hillingdon,44,Aged 44 years,4209
E09000017,Hillingdon,45,Aged 45 years,4205
E09000017,Hillingdon,46,Aged 46 years,4066
E09000017,Hillingdon,47,Aged 47 years,4152
E09000017,Hillingdon,48,Aged 48 years,3901
E09000017,Hillingdon,49,Aged 49 years,3960
E09000017,Hillingdon,50,Aged 50 years,3994
E09000017,Hillingdon,51,Aged 51 years,4130
E09000017,Hillingdon,52,Aged 52 years,3812
E09000017,Hillingdon,53,Aged 53 years,4024
E09000017,Hillingdon,54,Aged 54 years,3937
E09000017,Hillingdon,55,Aged 55 years,3886
E09000017,Hillingdon,56,Aged 56 years,3696
E09000017,Hillingdon,57,Aged 57 years,3568
E09000017,Hillingdon,58,Aged 58 years,3568
E09000017,Hillingdon,59,Aged 59 years,3409
E09000017,Hillingdon,60,Aged 60 years,3338
E09000017,Hillingdon,61,Aged 61 years,3138
E09000017,Hillingdon,62,Aged 62 years,2980
E09000017,Hillingdon,63,Aged 63 years,2763
E09000017,Hillingdon,64,Aged 64 years,2662
E09000017,Hillingdon,65,Aged 65 years,2589
E09000017,Hillingdon,66,Aged 66 years,2490
E09000017,Hillingdon,67,Aged 67 years,2301
E09000017,Hillingdon,68,Aged 68 years,2246
E09000017,Hillingdon,69,Aged 69 years,2035
E09000017,Hillingdon,70,Aged 70 years,2018
E09000017,Hillingdon,71,Aged 71 years,2055
E09000017,Hillingdon,72,Aged 72 years,2025
E09000017,Hillingdon,73,Aged 73 years,2188
E09000017,Hillingdon,74,Aged 74 years,2163
E09000017,Hillingdon,75,Aged 75 years,1582
E09000017,Hillingdon,76,Aged 76 years,1629
E09000017,Hillingdon,77,Aged 77 years,1547
E09000017,Hillingdon,78,Aged 78 years,1402
E09000017,Hillingdon,79,Aged 79 years,1228
E09000017,Hillingdon,80,Aged 80 years,1250
E09000017,Hillingdon,81,Aged 81 years,1222
E09000017,Hillingdon,82,Aged 82 years,1137
E09000017,Hillingdon,83,Aged 83 years,1132
E09000017,Hillingdon,84,Aged 84 years,1027
E09000017,Hillingdon,85,Aged 85 years,959
E09000017,Hillingdon,86,Aged 86 years,838
E09000017,Hillingdon,87,Aged 87 years,747
E09000017,Hillingdon,88,Aged 88 years,682
E09000017,Hillingdon,89,Aged 89 years,562
E09000017,Hillingdon,90,Aged 90 years,490
E09000017,Hillingdon,91,Aged 91 years,386
E09000017,Hillingdon,92,Aged 92 years,330
E09000017,Hillingdon,93,Aged 93 years,247
E09000017,Hillingdon,94,Aged 94 years,203
E09000017,Hillingdon,95,Aged 95 years,142
E09000017,Hillingdon,96,Aged 96 years,103
E09000017,Hillingdon,97,Aged 97 years,77
E09000017,Hillingdon,98,Aged 98 years,47
E09000017,Hillingdon,99,Aged 99 years,33
E09000017,Hillingdon,100,Aged 100 years and over,63
E09000018,Hounslow,0,Aged under 1 year,3532
E09000018,Hounslow,1,Aged 1 year,3654
E09000018,Hounslow,2,Aged 2 years,3587
E09000018,Hounslow,3,Aged 3 years,3695
E09000018,Hounslow,4,Aged 4 years,3753
E09000018,Hounslow,5,Aged 5 years,3822
E09000018,Hounslow,6,Aged 6 years,3722
E09000018,Hounslow,7,Aged 7 years,3698
E09000018,Hounslow,8,Aged 8 years,3847
E09000018,Hounslow,9,Aged 9 years,4018
E09000018,Hounslow,10,Aged 10 years,3847
E09000018,Hounslow,11,Aged 11 years,3759
E09000018,Hounslow,12,Aged 12 years,3719
E09000018,Hounslow,13,Aged 13 years,3724
E09000018,Hounslow,14,Aged 14 years,3609
E09000018,Hounslow,15,Aged 15 years,3514
E09000018,Hounslow,16,Aged 16 years,3431
E09000018,Hounslow,17,Aged 17 years,3399
E09000018,Hounslow,18,Aged 18 years,3109
E09000018,Hounslow,19,Aged 19 years,2721
E09000018,Hounslow,20,Aged 20 years,2901
E09000018,Hounslow,21,Aged 21 years,2883
E09000018,Hounslow,22,Aged 22 years,3307
E09000018,Hounslow,23,Aged 23 years,3709
E09000018,Hounslow,24,Aged 24 years,3956
E09000018,Hounslow,25,Aged 25 years,4003
E09000018,Hounslow,26,Aged 26 years,3955
E09000018,Hounslow,27,Aged 27 years,4123
E09000018,Hounslow,28,Aged 28 years,4329
E09000018,Hounslow,29,Aged 29 years,4398
E09000018,Hounslow,30,Aged 30 years,4650
E09000018,Hounslow,31,Aged 31 years,4859
E09000018,Hounslow,32,Aged 32 years,5165
E09000018,Hounslow,33,Aged 33 years,5210
E09000018,Hounslow,34,Aged 34 years,5025
E09000018,Hounslow,35,Aged 35 years,5325
E09000018,Hounslow,36,Aged 36 years,5156
E09000018,Hounslow,37,Aged 37 years,5129
E09000018,Hounslow,38,Aged 38 years,5165
E09000018,Hounslow,39,Aged 39 years,5127
E09000018,Hounslow,40,Aged 40 years,5201
E09000018,Hounslow,41,Aged 41 years,5148
E09000018,Hounslow,42,Aged 42 years,4759
E09000018,Hounslow,43,Aged 43 years,4601
E09000018,Hounslow,44,Aged 44 years,4449
E09000018,Hounslow,45,Aged 45 years,4384
E09000018,Hounslow,46,Aged 46 years,4168
E09000018,Hounslow,47,Aged 47 years,4141
E09000018,Hounslow,48,Aged 48 years,4102
E09000018,Hounslow,49,Aged 49 years,4112
E09000018,Hounslow,50,Aged 50 years,4008
E09000018,Hounslow,51,Aged 51 years,3851
E09000018,Hounslow,52,Aged 52 years,3867
E09000018,Hounslow,53,Aged 53 years,3705
E09000018,Hounslow,54,Aged 54 years,3511
E09000018,Hounslow,55,Aged 55 years,3560
E09000018,Hounslow,56,Aged 56 years,3384
E09000018,Hounslow,57,Aged 57 years,3333
E09000018,Hounslow,58,Aged 58 years,3141
E09000018,Hounslow,59,Aged 59 years,2952
E09000018,Hounslow,60,Aged 60 years,2924
E09000018,Hounslow,61,Aged 61 years,2894
E09000018,Hounslow,62,Aged 62 years,2653
E09000018,Hounslow,63,Aged 63 years,2376
E09000018,Hounslow,64,Aged 64 years,2474
